winner,details,url,year,date,location,host,is_person,is_album_or_single
Fatboy Slim,Best British Dance Act,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
Sonique,Best British Female,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
Coldplay,Best British Group,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
Robbie Williams,Best British Male,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
A1,Best British Newcomer,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
Robbie Williams,Best British Single,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,False,True
Robbie Williams,Best British Video,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,False,False
Madonna,Best International Female,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
U2,Best International Group,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
Eminem,Best International Male,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
Kelis,Best International Newcomer,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
Westlife,Best Pop Act,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
American Beauty,Best Soundtrack/Cast Recording,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,False,False
,MasterCard British Album,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,False,True
U2,Outstanding Contribution,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
,Pop Act,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
,Pre Best British Newcomer,https://www.brits.co.uk/history/the-brits-2001/,2001,2001-02-26,"Earls Court 2, London",Ant & Dec,True,False
Arlo Parks,Breakthrough Artist,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,True,False
Little Mix,British Group,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,True,False
Harry Styles - Watermelon Sugar,British Single with Mastercard,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,False,True
Taylor Swift,BRITs Global Icon,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,False,False
Griff,BRITs Rising Star,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,False,False
Dua Lipa,Female Solo Artist,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,True,False
Billie Eilish,International Female Solo Artist,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,True,False
HAIM,International Group,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,True,False
The Weeknd,International Male Solo Artist,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,True,False
J Hus,Male Solo Artist,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,True,False
Dua Lipa - Future Nostalgia,Mastercard Album,https://www.brits.co.uk/history/the-brits-2021/,2021,2021-11-05,The O2,Jack Whitehall,False,True
