year,edition,award,nomination_actor,nomination_country,nomination_character_name,nomination_citation,nomination_producers,nomination_description,film_title,is_winner,acceptance_speech_text,acceptance_speech_url
2023,96,Documentary Short Film,S. Leo Chiang and Jean Tsien,,,,,,Island in Between,False,,
2023,96,Documentary Short Film,Ben Proudfoot and Kris Bowers,,,,,,The Last Repair Shop,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-10&amp;qn=AAspeeches
2023,96,Documentary Short Film,Sean Wang and Sam Davis,,,,,,Nai Nai & Wài Pó,False,,
2023,96,Film Editing,Laurent Sénéchal,,,,,,Anatomy of a Fall,False,,
2023,96,Film Editing,Kevin Tent,,,,,,The Holdovers,False,,
2023,96,Film Editing,Thelma Schoonmaker,,,,,,Killers of the Flower Moon,False,,
2023,96,Film Editing,Jennifer Lame,,,,,,Oppenheimer,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-11&amp;qn=AAspeeches
2023,96,Film Editing,Yorgos Mavropsaridis,,,,,,Poor Things,False,,
2023,96,Honorary Award,,,,"To Angela Bassett, who has inspired audiences around the world with her powerful and fearless performances.",,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-202&amp;qn=AAspeeches
2023,96,Honorary Award,,,,"To Mel Brooks, for his comedic brilliance, producing acumen and expansive body of work.",,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-203&amp;qn=AAspeeches
2023,96,Honorary Award,,,,"To Carol Littleton, whose commitment to her craft has significantly elevated the art of film editing.",,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-204&amp;qn=AAspeeches
2023,96,International Feature Film,,Italy,,,,,Io Capitano,False,,
2023,96,International Feature Film,,Japan,,,,,Perfect Days,False,,
2023,96,International Feature Film,,Spain,,,,,Society of the Snow,False,,
2023,96,International Feature Film,,Germany,,,,,The Teachers' Lounge,False,,
2023,96,International Feature Film,,United Kingdom,,,,,The Zone of Interest,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-12&amp;qn=AAspeeches
2023,96,Jean Hersholt Humanitarian Award,Michelle Satter,,,,,,,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-201&amp;qn=AAspeeches
2023,96,Makeup And Hairstyling,"Karen Hartley Thomas, Suzi Battersby and Ashra Kelly-Blue",,,,,,Golda,False,,
2023,96,Makeup And Hairstyling,"Kazu Hiro, Kay Georgiou and Lori McCoy-Bell",,,,,,Maestro,False,,
2023,96,Makeup And Hairstyling,Luisa Abel,,,,,,Oppenheimer,False,,
2023,96,Makeup And Hairstyling,"Nadia Stacey, Mark Coulier and Josh Weston",,,,,,Poor Things,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-13&amp;qn=AAspeeches
2023,96,Makeup And Hairstyling,"Ana López-Puigcerver, David Martí and Montse Ribé",,,,,,Society of the Snow,False,,
2023,96,Music (Original Score),,,,,Laura Karpman,,American Fiction,False,,
2023,96,Music (Original Score),,,,,John Williams,,Indiana Jones and the Dial of Destiny,False,,
2023,96,Music (Original Score),,,,,Robbie Robertson,,Killers of the Flower Moon,False,,
2023,96,Music (Original Score),,,,,Ludwig Göransson,,Oppenheimer,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-14&amp;qn=AAspeeches
2023,96,Music (Original Score),,,,,Jerskin Fendrix,,Poor Things,False,,
2023,96,Music (Original Song),,,,,Music and Lyric by Diane Warren,,Flamin' Hot,False,,
2023,96,Music (Original Song),,,,,Music and Lyric by Mark Ronson and Andrew Wyatt,,Barbie,False,,
2023,96,Music (Original Song),,,,,Music and Lyric by Jon Batiste and Dan Wilson,,American Symphony,False,,
2023,96,Music (Original Song),,,,,Music and Lyric by Scott George,,Killers of the Flower Moon,False,,
2023,96,Music (Original Song),,,,,Music and Lyric by Billie Eilish and Finneas O'Connell,,Barbie,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-15&amp;qn=AAspeeches
2023,96,Production Design,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,,,,,,Barbie,False,,
2023,96,Production Design,Production Design: Jack Fisk; Set Decoration: Adam Willis,,,,,,Killers of the Flower Moon,False,,
2023,96,Production Design,Production Design: Arthur Max; Set Decoration: Elli Griff,,,,,,Napoleon,False,,
2023,96,Production Design,Production Design: Ruth De Jong; Set Decoration: Claire Kaufman,,,,,,Oppenheimer,False,,
2023,96,Production Design,Production Design: James Price and Shona Heath; Set Decoration: Zsuzsa Mihalek,,,,,,Poor Things,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-17&amp;qn=AAspeeches
2023,96,Scientific And Technical Award (Scientific And Engineering Award),,,,"To CHARLES Q. ROBINSON, NICOLAS TSINGOS, CHRISTOPHE CHABANNE, MARK VINTON and the TEAM OF SOFTWARE, HARDWARE AND IMPLEMENTATION ENGINEERS OF THE CINEMA AUDIO GROUP AT DOLBY LABORATORIES for the creation of the Dolby Atmos Cinema Sound System.",,Dolby Atmos has become an industry standard for object-based cinema audio content creation and presents a premier immersive audio experience for theatrical audiences.,,True,,
2023,96,Scientific And Technical Award (Scientific And Engineering Award),,,,To STEVE READ and BARRY SILVERSTEIN for their contributions to the design and development of the IMAX Prismless Laser Projector.,,"Utilizing a novel optical mirror system, the IMAX Prismless Laser Projector removes prisms from the laser light path to create the high brightness and contrast required for IMAX theatrical presentation.",,True,,
2023,96,Scientific And Technical Award (Scientific And Engineering Award),,,,"To PETER JANSSENS, GORAN STOJMENOVIK and WOUTER D’OOSTERLINCK for the design and development of the Barco RGB Laser Projector.",,"The Barco RGB Laser Projector's novel and modular design with an internally integrated laser light source produces flicker-free uniform image fields with improved contrast and brightness, enabling a widely adopted upgrade path from xenon to laser presentation without the need for alteration to screen or projection booth layout of existing theaters.",,True,,
2023,96,Scientific And Technical Award (Scientific And Engineering Award),,,,"To MICHAEL PERKINS, GERWIN DAMBERG, TREVOR DAVIES and MARTIN J. RICHARDS for the design and development of the Christie E3LH Dolby Vision Cinema Projection System, implemented in collaboration between Dolby Cinema and Christie Digital engineering teams.",,"The Christie E3LH Dolby Vision Cinema Projection System utilizes a novel dual modulation technique that employs cascaded DLP chips along with an improved laser optical path, enabling high dynamic range theatrical presentation.",,True,,
2023,96,Scientific And Technical Award (Scientific And Engineering Award),,,,"To KEN MUSETH, PETER CUCKA and MIHAI ALDÉN for the creation of OpenVDB and its ongoing impact within the motion picture industry.",,"For over a decade, OpenVDB's core voxel data structures, programming interface, file format and rich tools for data manipulation continue to be the standard for efficiently representing complex volumetric effects, such as water, fire and smoke.",,True,,
2023,96,Scientific And Technical Award (Scientific And Engineering Award),,,,To JADEN OH for the concept and development of the Marvelous Designer clothing creation system.,,"Marvelous Designer introduced a pattern-based approach to digital costume construction, unifying design and visualization and providing a virtual analogy to physical tailoring. Under Jaden Oh's guidance, the team of engineers, UX designers and 3D designers at CLO Virtual Fashion has helped to raise the quality of appearance and motion in digital wardrobe creations.",,True,,
2023,96,Scientific And Technical Award (Scientific And Engineering Award),,,,"To F. SEBASTIAN GRASSIA, ALEX MOHR, SUNYA BOONYATERA, BRETT LEVIN and JEREMY COWLES for the design and engineering of Pixar's Universal Scene Description (USD).",,"USD is the first open-source scene description framework capable of accommodating the full scope of the production workflow across a variety of studio pipelines. Its robust engineering and mature design are exemplified by its versatile layering system and the highly performant crate file format. USD's wide adoption has made it a de facto interchange format of 3D scenes, enabling alignment and collaboration across the motion picture industry.",,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,To BILL BECK for his pioneering utilization of semiconductor lasers for theatrical laser projection systems.,,Bill Beck's advocacy and education to the cinema industry while at Laser Light Engines contributed to the transition to laser projection in theatrical exhibition.,,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,To GREGORY T. NIVEN for his pioneering work in using laser diodes for theatrical laser projection systems.,,"At Novalux and Necsel, Gregory T. Niven demonstrated and refined specifications for laser light sources for theatrical exhibition, leading the industry's transition to laser cinema projection technology.",,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,"To YOSHITAKA NAKATSU, YOJI NAGAO, TSUYOSHI HIRAO, TOMONORI MORIZUMI and KAZUMA KOZURU for their development of laser diodes for theatrical laser projection systems.",,"Yoshitaka Nakatsu, Yoji Nagao, Tsuyoshi Hirao, Tomonori Morizumi and Kazuma Kozuru collaborated closely with cinema professionals and manufacturers while at Nichia Corporation Laser Diode Division, leading to the development and industry-wide adoption of blue and green laser modules producing wavelengths and power levels matching the specific needs of the cinema market.",,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,"To ARNOLD PETERSON and ELIA P. POPOV for their ongoing design and engineering, and to JOHN FRAZIER for the initial concept of the Blind Driver Roof Pod.",,"The roof pod improves the safety, speed and range of stunt driving, extending the options for camera placement while acquiring picture car footage with talent in the vehicle, leading to rapid adoption across the industry.",,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,To JON G. BELYEU for the design and engineering of Movie Works Cable Cutter devices.,,"The unique and resilient design of this suite of pyrotechnic cable cutters has made them the preferred method for safe, precise and reliable release of suspension cables for over three decades in motion picture production.",,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,"To JAMES EGGLETON and DELWYN HOLROYD for the design, implementation and integration of the High-Density Encoding (HDE) lossless compression algorithm within the Codex recording toolset.",,The HDE codec allows productions to leverage familiar and proven camera raw workflows more efficiently by reducing the storage and bandwidth needed for the increased amounts of data from high-photosite-count cameras.,,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,"To JEFF LAIT, DAN BAILEY and NICHOLAS AVRAMOUSSIS for the continued evolution and expansion of the feature set of OpenVDB.",,Core engineering developments contributed by OpenVDB's open-source community have led to its ongoing success as an enabling platform for representing and manipulating volumetric data for natural phenomena. These additions have helped solidify OpenVDB as an industry standard that drives continued innovation in visual effects.,,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,"To OLIVER CASTLE and MARCUS SCHOO for the design and engineering of Atlas, and to KEITH LACKEY for the prototype creation and early development of Atlas.",,Atlas's scene description and evaluation framework enables integration of multiple digital content creation tools into a coherent production pipeline. Its plug-in architecture and efficient evaluation engine provide a consistent representation from virtual production through to lighting.,,True,,
2023,96,Scientific And Technical Award (Technical Achievement Award),,,,"To LUCAS MILLER, CHRISTOPHER JON HORVATH, STEVE LaVIETES and JOE ARDENT for the creation of the Alembic Caching and Interchange system.",,"Alembic's algorithms for storing and retrieving baked, time-sampled data enable high-efficiency caching across the digital production pipeline and sharing of scenes between facilities. As an open-source interchange library, Alembic has seen widespread adoption by major software vendors and production studios.",,True,,
2023,96,Short Film (Animated),Tal Kantor and Amit R. Gicelter,,,,,,Letter to a Pig,False,,
2023,96,Short Film (Animated),Jerusha Hess and Jared Hess,,,,,,Ninety-Five Senses,False,,
2023,96,Short Film (Animated),Yegane Moghaddam,,,,,,Our Uniform,False,,
2023,96,Short Film (Animated),Stéphanie Clément and Marc Rius,,,,,,Pachyderme,False,,
2023,96,Short Film (Animated),Dave Mullins and Brad Booker,,,,,,WAR IS OVER! Inspired by the Music of John & Yoko,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-18&amp;qn=AAspeeches
2023,96,Short Film (Live Action),Misan Harriman and Nicky Bentham,,,,,,The After,False,,
2023,96,Short Film (Live Action),Vincent René-Lortie and Samuel Caron,,,,,,Invincible,False,,
2023,96,Short Film (Live Action),Lasse Lyskjær Noer and Christian Norlyk,,,,,,Knight of Fortune,False,,
2023,96,Short Film (Live Action),Nazrin Choudhury and Sara McFarlane,,,,,,"Red, White and Blue",False,,
2023,96,Short Film (Live Action),Wes Anderson and Steven Rales,,,,,,The Wonderful Story of Henry Sugar,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-19&amp;qn=AAspeeches
2023,96,Sound,"Ian Voigt, Erik Aadahl, Ethan Van der Ryn, Tom Ozanich and Dean Zupancic",,,,,,The Creator,False,,
2023,96,Sound,"Steven A. Morrow, Richard King, Jason Ruder, Tom Ozanich and Dean Zupancic",,,,,,Maestro,False,,
2023,96,Sound,"Chris Munro, James H. Mather, Chris Burdon and Mark Taylor",,,,,,Mission: Impossible - Dead Reckoning Part One,False,,
2023,96,Sound,"Willie Burton, Richard King, Gary A. Rizzo and Kevin O'Connell",,,,,,Oppenheimer,False,,
2023,96,Sound,Tarn Willers and Johnnie Burn,,,,,,The Zone of Interest,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-20&amp;qn=AAspeeches
2023,96,Visual Effects,"Jay Cooper, Ian Comley, Andrew Roberts and Neil Corbould",,,,,,The Creator,False,,
2023,96,Visual Effects,"Takashi Yamazaki, Kiyoko Shibuya, Masaki Takahashi and Tatsuji Nojima",,,,,,Godzilla Minus One,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-21&amp;qn=AAspeeches
2023,96,Visual Effects,"Stephane Ceretti, Alexis Wajsbrot, Guy Williams and Theo Bialek",,,,,,Guardians of the Galaxy Vol. 3,False,,
2023,96,Visual Effects,"Alex Wuttke, Simone Coco, Jeff Sutherland and Neil Corbould",,,,,,Mission: Impossible - Dead Reckoning Part One,False,,
2023,96,Visual Effects,"Charley Henley, Luc-Ewen Martin-Fenouillet, Simone Coco and Neil Corbould",,,,,,Napoleon,False,,
2023,96,Writing (Adapted Screenplay),Written for the screen by Cord Jefferson,,,,,,American Fiction,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-22&amp;qn=AAspeeches
2023,96,Writing (Adapted Screenplay),Written by Greta Gerwig & Noah Baumbach,,,,,,Barbie,False,,
2023,96,Writing (Adapted Screenplay),Written for the screen by Christopher Nolan,,,,,,Oppenheimer,False,,
2023,96,Writing (Adapted Screenplay),Screenplay by Tony McNamara,,,,,,Poor Things,False,,
2023,96,Writing (Adapted Screenplay),Written by Jonathan Glazer,,,,,,The Zone of Interest,False,,
2023,96,Writing (Original Screenplay),Screenplay - Justine Triet and Arthur Harari,,,,,,Anatomy of a Fall,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=096-23&amp;qn=AAspeeches
2023,96,Writing (Original Screenplay),Written by David Hemingson,,,,,,The Holdovers,False,,
2023,96,Writing (Original Screenplay),Written by Bradley Cooper & Josh Singer,,,,,,Maestro,False,,
2023,96,Writing (Original Screenplay),Screenplay by Samy Burch; Story by Samy Burch & Alex Mechanik,,,,,,May December,False,,
2023,96,Writing (Original Screenplay),Written by Celine Song,,,,,,Past Lives,False,,
2022,95,Actor In A Leading Role,Austin Butler,,Elvis,,,,Elvis,False,,
2022,95,Actor In A Leading Role,Colin Farrell,,Pádraic Súilleabháin,,,,The Banshees of Inisherin,False,,
2022,95,Actor In A Leading Role,Brendan Fraser,,Charlie,,,,The Whale,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=095-1&amp;qn=AAspeeches
2022,95,Actor In A Leading Role,Paul Mescal,,Calum,,,,Aftersun,False,,
2022,95,Actor In A Leading Role,Bill Nighy,,Williams,,,,Living,False,,
2022,95,Actor In A Supporting Role,Brendan Gleeson,,Colm Doherty,,,,The Banshees of Inisherin,False,,
2022,95,Actor In A Supporting Role,Brian Tyree Henry,,James,,,,Causeway,False,,
2022,95,Actor In A Supporting Role,Judd Hirsch,,Uncle Boris,,,,The Fabelmans,False,,
2022,95,Actor In A Supporting Role,Barry Keoghan,,Dominic Kearney,,,,The Banshees of Inisherin,False,,
2022,95,Actor In A Supporting Role,Ke Huy Quan,,Waymond Wang,,,,Everything Everywhere All at Once,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=095-2&amp;qn=AAspeeches
2022,95,Actress In A Leading Role,Cate Blanchett,,Lydia Tár,,,,Tár,False,,
2022,95,Actress In A Leading Role,Ana de Armas,,Norma Jeane,,,,Blonde,False,,
2022,95,Actress In A Leading Role,Andrea Riseborough,,Leslie,,,,To Leslie,False,,
2022,95,Actress In A Leading Role,Michelle Williams,,Mitzi Fabelman,,,,The Fabelmans,False,,
2022,95,Actress In A Leading Role,Michelle Yeoh,,Evelyn Wang,,,,Everything Everywhere All at Once,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=095-3&amp;qn=AAspeeches
2022,95,Actress In A Supporting Role,Angela Bassett,,Ramonda,,,,Black Panther: Wakanda Forever,False,,
2022,95,Actress In A Supporting Role,Hong Chau,,Liz,,,,The Whale,False,,
2022,95,Actress In A Supporting Role,Kerry Condon,,Siobhán Súilleabháin,,,,The Banshees of Inisherin,False,,
2022,95,Actress In A Supporting Role,Jamie Lee Curtis,,Deirdre Beaubeirdra,,,,Everything Everywhere All at Once,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=095-4&amp;qn=AAspeeches
2022,95,Actress In A Supporting Role,Stephanie Hsu,,Joy Wang/Jobu Tupaki,,,,Everything Everywhere All at Once,False,,
2022,95,Animated Feature Film,"Guillermo del Toro, Mark Gustafson, Gary Ungar and Alex Bulkley",,,,,,Guillermo del Toro's Pinocchio,True,,http://aaspeechesdb.oscars.org/ics-wpd/url.ashx?id=095-5&amp;qn=AAspeeches
